"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"MCCALLUM, RAY",16,"352:36",1.81,0.97,118.21,93.65,-24.56,0.45,27.58,4.43,14.96,9.56,155,120,35,51,10,2.23,35.54,42.58,44.13,"2018-2019","Darussafaka Tekfen Istanbul"
"OZDEMIROGLU, DOGUS",28,"322:53",1.38,1.16,116.05,96.49,-19.56,0.51,17.04,3.11,9.07,6.02,80,37,43,20,12,4.17,17.25,47.5,43.73,"2018-2019","Darussafaka Tekfen Istanbul"
"OZMIZRAK, KARTAL",23,"364:20",2.84,1.21,122.7,112.23,-10.47,0.54,18.73,1.53,9.65,5.49,110,51,59,23,21,1.23,25.96,49.55,48.84,"2018-2019","Darussafaka Tekfen Istanbul"
"PEINERS, ZANIS",28,"490:44",1.19,1.66,122.26,115.68,-6.58,0.66,17.35,3.41,8.84,6.06,113,83,30,52,9,1.37,15.44,57.96,54.71,"2018-2019","Darussafaka Tekfen Istanbul"
"SAVAS, OGUZ",27,"363:47",0.95,1.17,120.67,102.63,-18.04,0.52,20.89,8.89,13.53,11.15,121,121,1,58,0,1.08,10.85,47.93,51.7,"2018-2019","Darussafaka Tekfen Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CAVANAUGH, TYLER",19,"278:21",2,1.21,115.18,117.37,2.19,0.5283,21.0602,7.07,20.48,13.47,100,58,42,22,15,1.95,11.15,44.5,50.26,"2019-2020","ALBA Berlin"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ERIKSSON, MARCUS",22,"543:04",1.1176,1.39,120.59,123.72,3.13,0.643,18.2715,1.92,7.93,4.79,178,60,118,28,55,1.5,6.25,62.08,49.3,"2019-2020","ALBA Berlin"
"GIEDRAITIS, ROKAS",25,"674:19",1.2857,1.42,116.28,123.35,7.07,0.6212,21.4576,4.98,13.15,8.88,243,115,128,63,51,2.82,9.81,57.41,53.26,"2019-2020","ALBA Berlin"
"GIFFEY, NIELS",28,"528:12",1.2069,1.37,117.49,117.9,0.41,0.616,20.5469,4.6,10.07,7.22,179,112,67,55,32,2.37,12.08,57.54,51.61,"2019-2020","ALBA Berlin"
"HERMANNSSON, MARTIN",27,"695:48",1.7808,1.08,122.58,100.37,-22.21,0.5017,24.9639,1.5,6.19,3.74,271,185,86,82,29,1.01,33.75,46.31,44.63,"2019-2020","ALBA Berlin"
"MASON, MAKAI",20,"219:48",1.2222,1.52,120.2,116.97,-3.23,0.6359,25.1069,0.53,6.91,3.58,82,48,34,23,15,1.98,18.53,55.49,50.86,"2019-2020","ALBA Berlin"
"MATTISSECK, JONAS",28,"384:22",1,1.07,121.67,95.64,-26.03,0.5011,11.8336,3.92,5.27,4.56,70,17,53,6,18,1.55,8.4,47.14,38.02,"2019-2020","ALBA Berlin"
"NIKIC, KRESIMIR",11,"119:11",0.6,1.07,113.53,83.53,-30,0.4751,16.135,5.83,17,11.17,27,26,1,13,0,2.73,8.34,48.15,42.1,"2019-2020","ALBA Berlin"
"NNOKO, LANDRY",28,"620:14",0.3929,1.55,116.93,106.89,-10.04,0.6362,18.958,10.83,21.44,15.9,157,157,1,95,0,0.7,6.34,60.51,53.85,"2019-2020","ALBA Berlin"
"OGBE, KENNETH",18,"155:07",0.5,1.13,118.34,93.35,-24.99,0.5283,15.7995,2.99,14.7,8.58,39,26,13,12,5,1.75,5.34,50,41.5,"2019-2020","ALBA Berlin"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SCHNEIDER, TIM",16,"189:31",0.625,1.18,120.28,106.07,-14.21,0.5503,15.6562,4.28,8.69,6.38,51,13,38,6,14,1.43,4.34,52.94,42.23,"2019-2020","ALBA Berlin"
"SIKMA, LUKE",28,"721:43",2.7609,1.33,114.09,123.76,9.67,0.5881,18.1755,9.79,21.06,15.17,204,137,67,71,29,2.26,30.63,56.13,55.73,"2019-2020","ALBA Berlin"
"SIVA, PEYTON",17,"360:14",2.2564,1.25,119.07,107.04,-12.03,0.5139,25.3898,1.29,7.38,4.2,126,53,73,22,20,2.41,40.96,41.27,46.69,"2019-2020","ALBA Berlin"
"THIEMANN, JOHANNES",16,"227:41",1.3333,1.53,119.24,128.85,9.61,0.642,17.7842,11.19,15.58,13.28,64,51,13,28,7,1.19,9.42,60.16,60.58,"2019-2020","ALBA Berlin"
"ANDERSON, JAMES",28,"400:12",1,1.17,108.75,116.02,7.27,0.5382,12.5413,6.89,19.69,13.73,84,40,44,22,14,1.1,3.27,51.19,50.65,"2019-2020","Anadolu Efes Istanbul"
"BALBAY, DOGUS",25,"197:21",3.6667,1.15,107.48,126.11,18.63,0.5649,8.5011,3.99,10.42,7.43,27,14,13,8,5,3.36,15.64,57.41,53.36,"2019-2020","Anadolu Efes Istanbul"
"BEAUBOIS, RODRIGUE",26,"551:56",1.6296,1.24,110.18,114.78,4.6,0.584,21.754,0.71,8.07,4.65,200,92,108,48,43,2.4,12.99,56.25,48.03,"2019-2020","Anadolu Efes Istanbul"
"DUNSTON, BRYANT",9,"231:33",2,1.69,106.39,137.01,30.62,0.7048,15.7217,7.37,17.26,12.66,54,51,3,38,0,1.67,11.24,70.37,68.56,"2019-2020","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"LARKIN, SHANE",25,"748:37",1.8889,1.75,109.97,137.88,27.91,0.7287,29.1392,2.1,10.07,6.36,317,144,173,80,88,2.44,24.58,66.88,58.13,"2019-2020","Anadolu Efes Istanbul"
"MICIC, VASILIJE",24,"733:55",1.8533,1.34,111.22,115.86,4.64,0.6126,24.4865,1.79,7.78,4.99,259,128,131,69,52,2.26,30.86,56.76,48.82,"2019-2020","Anadolu Efes Istanbul"
"MOERMAN, ADRIEN",12,"170:07",0.4545,1.44,108.74,116.22,7.48,0.654,17.2232,10.03,16.11,13.28,43,30,13,20,5,1.95,4.65,63.95,53.78,"2019-2020","Anadolu Efes Istanbul"
"PETERS, ALEC",27,"370:04",1.4,1.61,110.67,134.85,24.18,0.6938,12.3966,4.26,13.89,9.41,70,34,36,23,15,1.34,5.6,65,58.96,"2019-2020","Anadolu Efes Istanbul"
"PLEISS, TIBOR",28,"524:58",0.4231,1.38,108.5,124.49,15.99,0.6484,22.1605,11.5,15.88,13.84,194,178,16,115,4,1.47,3.8,62.37,59.72,"2019-2020","Anadolu Efes Istanbul"
"SANLI, SERTAC",21,"244:56",0.4118,1.6,110.25,124.13,13.88,0.6918,25.0961,9.65,13.06,11.47,91,84,7,57,2,0.9,5.31,65.93,60.97,"2019-2020","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SIMON, KRUNOSLAV",27,"629:56",2.1389,1.24,110.14,120.09,9.95,0.5938,18.8947,4.79,14.69,10.08,192,108,84,55,37,1.4,19.32,57.55,51.06,"2019-2020","Anadolu Efes Istanbul"
"SINGLETON, CHRIS",28,"718:22",1.4737,1.37,106.32,123.51,17.19,0.5955,14.0517,4.39,15.74,10.46,158,76,82,29,37,2.69,5.68,53.48,51.85,"2019-2020","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BILIGHA, PAUL",13,"173:46",0.625,1,112.71,94.98,-17.73,0.4435,14.5849,9.44,10.56,10.01,38,34,4,14,0,0.98,4.76,36.84,45.65,"2019-2020","AX Armani Exchange Milan"
"BROOKS, JEFF",19,"390:04",1.6364,1.29,111.74,122.12,10.38,0.597,10.0756,7.81,17.94,12.93,63,41,22,21,10,1.3,7.62,57.14,53.99,"2019-2020","AX Armani Exchange Milan"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CRAWFORD, DREW",7,"120:40",0.3333,1.11,114.51,96.8,-17.71,0.5297,18.0782,3.89,8.56,6.25,36,22,14,11,5,1.87,3,51.39,42.88,"2019-2020","AX Armani Exchange Milan"
"DELLA VALLE, AMEDEO",21,"251:55",2,1.71,115.23,135.65,20.42,0.6764,18.9809,3.26,5.46,4.37,72,42,30,21,15,2.24,7.32,60.42,60.54,"2019-2020","AX Armani Exchange Milan"
"GUDAITIS, ARTURAS",19,"321:04",0.4091,1.76,109.14,114.14,5,0.6157,20.942,10.95,18.94,14.99,79,78,1,39,1,1.41,5,51.27,57.74,"2019-2020","AX Armani Exchange Milan"
"MACK, SHELVIN",11,"189:44",1.1111,0.9,115.6,81.23,-34.37,0.4251,21.4183,2.47,9.67,6.11,60,48,12,18,4,1.49,18.53,40,37.44,"2019-2020","AX Armani Exchange Milan"
"MICOV, VLADIMIR",26,"717:21",1.6765,1.29,115.21,113.98,-1.23,0.5866,20.9615,2.61,11.03,6.87,243,138,105,70,43,1.34,15.07,55.35,49.87,"2019-2020","AX Armani Exchange Milan"
"MORASCHINI, RICCARDO",15,"256:46",1.1429,1.36,111.01,104.48,-6.53,0.5761,16.0286,0.46,16.98,8.81,58,27,31,16,9,2.2,10.6,50.86,46.69,"2019-2020","AX Armani Exchange Milan"
"NEDOVIC, NEMANJA",17,"280:54",1.45,1.23,116.87,103.27,-13.6,0.5383,25.8035,0,8.58,4.33,110,40,70,17,24,1.01,19.15,48.18,43.33,"2019-2020","AX Armani Exchange Milan"
"RODRIGUEZ, SERGIO",28,"718:05",2.7455,1.19,114.6,113.17,-1.43,0.5523,26.7576,1.47,8.63,5.09,308,153,155,71,58,1.97,41.61,51.3,47.53,"2019-2020","AX Armani Exchange Milan"
"ROLL, MICHAEL",28,"613:28",1.6667,1.21,114.98,110.93,-4.05,0.5846,16.7882,1.53,11.78,6.71,173,84,89,40,39,1.38,13.19,56.94,45.76,"2019-2020","AX Armani Exchange Milan"
"SCOLA, LUIS",28,"537:45",0.8857,1.19,111.61,102.81,-8.8,0.5341,25.6337,6.54,19.63,13.15,216,148,68,74,24,1.47,11.47,50.93,47.87,"2019-2020","AX Armani Exchange Milan"
"SYKES, KEIFER",12,"225:55",1.4118,1,117.56,93.09,-24.47,0.4692,24.2104,2.08,5.08,3.59,87,43,44,14,16,1.25,19.24,43.68,38.63,"2019-2020","AX Armani Exchange Milan"
"TARCZEWSKI, KALEB",28,"595:11",0.3548,1.67,110.3,122.39,12.09,0.6751,16.6774,11.82,19.47,15.68,136,136,1,89,0,1.04,3.45,65.44,61.93,"2019-2020","AX Armani Exchange Milan"
"WHITE, AARON",15,"152:39",0.8333,1.11,116.56,96.26,-20.3,0.4657,12.8274,5.38,10.52,7.98,28,16,12,6,3,0.74,5.23,37.5,43.75,"2019-2020","AX Armani Exchange Milan"
"BARON, BILLY",26,"639:40",1.871,1.28,110.2,115.84,5.64,0.5784,22.4365,1.62,11.41,6.41,236,97,139,43,56,1.87,18.01,53.81,48.1,"2019-2020","Crvena Zvezda mts Belgrade"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BROWN, LORENZO",27,"681:54",1.6667,1.13,107.56,100.06,-7.5,0.5034,29.2546,3.2,12.45,7.73,295,222,73,102,21,2.51,38.37,45.25,46.57,"2019-2020","Crvena Zvezda mts Belgrade"
"COVIC, FILIP",13,"182:55",1.9412,0.73,114.62,77.55,-37.07,0.3403,16.4575,0.63,7.19,3.84,41,14,27,2,7,0.62,29.63,30.49,32.12,"2019-2020","Crvena Zvezda mts Belgrade"
"DAVIDOVAC, DEJAN",24,"450:42",0.7778,1.36,107.59,112.61,5.02,0.5765,16.0049,5.1,13,8.97,109,63,46,34,15,2.41,5.65,51.83,51.65,"2019-2020","Crvena Zvezda mts Belgrade"
"DOBRIC, OGNJEN",22,"321:32",1.9,1.24,108.08,116.76,8.68,0.5693,16.6096,4.64,9.3,6.93,90,48,42,27,15,3.02,11.2,55,52.06,"2019-2020","Crvena Zvezda mts Belgrade"
"FAYE, MOUHAMMAD",12,"218:56",0.7778,1.17,107.74,103.09,-4.65,0.5007,14.1643,6.3,18.03,12.04,46,19,27,6,9,1.04,5.42,42.39,44.27,"2019-2020","Crvena Zvezda mts Belgrade"
"GIST, JAMES",25,"506:30",0.8684,1.07,107.41,93.74,-13.67,0.4631,22.0845,10.21,15.58,12.84,163,144,19,64,4,1.92,12.44,42.94,46.9,"2019-2020","Crvena Zvezda mts Belgrade"
"JAGODIC-KURIDZA, MARKO",8,"139:24",1,0.97,110.76,87.09,-23.67,0.4364,15.3866,4.94,14.59,9.67,32,24,8,12,1,0,10.16,42.19,42.99,"2019-2020","Crvena Zvezda mts Belgrade"
"JENKINS, CHARLES",23,"429:39",1.9524,0.95,108.3,93.11,-15.19,0.4359,12.6732,2.14,11.69,6.82,82,55,27,28,2,2.39,16.22,37.8,43.65,"2019-2020","Crvena Zvezda mts Belgrade"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KUZMIC, OGNJEN",19,"245:40",0.8462,1.5,108.59,122.45,13.86,0.6574,14.0513,13.56,18.5,15.98,50,50,1,31,0,0.93,8.42,62,60.07,"2019-2020","Crvena Zvezda mts Belgrade"
"LAZIC, BRANKO",25,"405:57",1.0667,1.02,110.77,97.42,-13.35,0.4902,13.957,2.55,6.78,4.62,96,48,48,25,14,2.25,7.01,47.92,42.6,"2019-2020","Crvena Zvezda mts Belgrade"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"OJO, MICHAEL",22,"251:32",0.2143,2.02,100.54,102.78,2.24,0.6974,18.2694,9.13,21.87,15.37,45,45,1,28,0,3.86,4.36,62.22,52.33,"2019-2020","Crvena Zvezda mts Belgrade"
"PERPEROGLOU, STRATOS",13,"214:33",0.4375,1.1,107.98,92.58,-15.4,0.4967,27.0328,1.61,17.28,9.29,92,50,42,20,15,1.86,6.59,46.2,40.68,"2019-2020","Crvena Zvezda mts Belgrade"
"PUNTER, KEVIN",12,"264:50",1.8,1.47,113.27,126.86,13.59,0.6338,29.9024,0.87,4.97,2.88,130,78,52,37,25,1.51,16.03,57.31,55.21,"2019-2020","Crvena Zvezda mts Belgrade"
"SIMANIC, BORISA",20,"253:32",0.7857,1.45,110.35,115.23,4.88,0.7047,13.7553,3.17,8.02,5.55,55,24,31,15,16,1.35,8.1,70.91,47.47,"2019-2020","Crvena Zvezda mts Belgrade"
"STIMAC, VLADIMIR",13,"297:50",0.7368,1.48,107.87,117.46,9.59,0.6188,22.3993,14.27,17.67,15.94,97,89,8,53,3,1.34,10,59.28,58.73,"2019-2020","Crvena Zvezda mts Belgrade"
"ANTONOV, SEMEN",21,"166:16",0.125,1.11,108.08,99.12,-8.96,0.4755,14.8848,10.24,8.71,9.47,38,25,13,14,1,1.34,0.96,40.79,48.15,"2019-2020","CSKA Moscow"
"BAKER, RON",27,"298:50",1,1.11,105.86,92.01,-13.85,0.5029,14.5437,1.9,7.46,4.7,62,27,35,9,13,3.16,11.92,45.97,38.29,"2019-2020","CSKA Moscow"
"BOLOMBOY, JOEL",27,"455:45",0.5909,1.3,105.9,112.71,6.81,0.5724,15.6578,8.46,18.09,13.32,113,73,40,41,13,0.85,4.75,53.54,52.04,"2019-2020","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HACKETT, DANIEL",23,"461:17",1.8235,1.25,105.92,113.84,7.92,0.5656,20.8639,3.94,10.39,7.19,153,76,77,30,34,2.77,23.14,52.94,47.76,"2019-2020","CSKA Moscow"
"HILLIARD, DARRUN",27,"547:34",0.7333,1.25,107.96,105.52,-2.44,0.5655,25.8878,1.66,11.8,6.78,230,94,136,38,56,1.52,11,53.04,43.49,"2019-2020","CSKA Moscow"
"HINES, KYLE",28,"654:30",1.1471,1.49,106.05,125.29,19.24,0.6471,16.2444,11.61,11.92,11.77,165,162,3,103,1,1.53,10.63,63.33,61.86,"2019-2020","CSKA Moscow"
"JAMES, MIKE",28,"801:49",1.4458,1.42,108.85,116.99,8.14,0.5989,34.0585,1.84,11.12,6.52,416,228,188,104,79,1.32,30.47,53.49,51.14,"2019-2020","CSKA Moscow"
"KOUFOS, KOSTA",17,"162:24",0.8,1.19,100.76,119.53,18.77,0.553,18.1024,14.67,18.53,16.62,53,53,1,29,0,2.74,4.55,54.72,59.16,"2019-2020","CSKA Moscow"
"KURBANOV, NIKITA",28,"568:26",1.8261,1.35,106.24,124.2,17.96,0.6179,11.9829,5.99,13.33,9.69,110,47,63,23,28,1.76,11.73,59.09,51.87,"2019-2020","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SANT-ROOS, HOWARD",10,"189:23",2.4286,0.96,105.08,104.65,-0.43,0.4324,17.6877,6.59,8.24,7.42,57,34,23,15,4,3.52,14.5,36.84,47.58,"2019-2020","CSKA Moscow"
"STRELNIEKS, JANIS",21,"338",2.5294,1.51,107.75,130.37,22.62,0.6468,18.4634,1.32,10.7,6.05,100,52,48,28,20,1.94,21.58,58,55.86,"2019-2020","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"VOIGTMANN, JOHANNES",28,"625:24",1.4333,1.26,103.93,118.15,14.22,0.5964,15.9502,6.17,19.96,13.12,171,71,100,40,41,1.6,11.65,59.36,49.38,"2019-2020","CSKA Moscow"
"VORONTSEVICH, ANDREY",20,"271:58",2.375,0.97,103.96,107.48,3.52,0.4541,15.2268,7.09,17.21,12.2,74,32,42,15,12,2.05,11.26,44.59,46.44,"2019-2020","CSKA Moscow"
"ABRINES, ALEX",25,"370:28",1.6667,1.34,106.68,130.09,23.41,0.6355,13.9692,4.22,12.14,8.27,97,32,65,15,30,2.01,4.36,61.86,51.42,"2019-2020","FC Barcelona"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CLAVER, VICTOR",17,"360:17",3.8571,1.41,106.84,139.03,32.19,0.6529,10.7823,5.01,11.53,8.34,69,36,33,20,15,1.92,11.65,61.59,58.55,"2019-2020","FC Barcelona"
"DAVIES, BRANDON",28,"562:50",0.8036,1.33,102.2,104.43,2.23,0.5756,24.5239,7.27,15.37,11.4,202,189,13,99,5,2.93,14.4,52.72,50.81,"2019-2020","FC Barcelona"
"DELANEY, MALCOLM",26,"584:08",2.1186,1.4,108.4,114.07,5.67,0.6109,22.6412,0.62,10.47,5.65,190,62,128,29,55,1.55,35.88,58.68,47.86,"2019-2020","FC Barcelona"
"HANGA, ADAM",28,"567:11",2.2093,1.21,106.63,109.15,2.52,0.5408,16.1654,3.82,13.02,8.51,133,75,58,43,16,1.78,26.33,50.38,49.18,"2019-2020","FC Barcelona"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HIGGINS, CORY",23,"611:38",1.5,1.31,110.14,111.29,1.15,0.5737,22.7579,2.16,6.98,4.62,218,143,75,69,30,1.3,17.81,52.29,50.13,"2019-2020","FC Barcelona"
"KURIC, KYLE",27,"522:58",1.3889,1.34,108.26,123.97,15.71,0.6187,20.4055,4.83,7.94,6.42,189,92,97,46,43,1.93,8.39,58.47,51.97,"2019-2020","FC Barcelona"
"MIROTIC, NIKOLA",28,"779:27",0.8302,1.49,102.88,121.39,18.51,0.6266,29.3293,7.41,21.61,14.66,358,195,163,119,54,2.18,10.89,55.87,54.62,"2019-2020","FC Barcelona"
"ORIOLA, PIERRE",28,"408:57",1.2857,1.65,108.81,126.64,17.83,0.6959,10.6211,5.59,11.28,8.5,65,37,28,25,14,1.17,6.83,70.77,57.77,"2019-2020","FC Barcelona"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RIBAS, PAU",12,"112:15",2.25,0.83,109.44,91.26,-18.18,0.3643,14.5106,5.36,9.25,7.34,23,7,16,3,3,1.42,23.35,32.61,40.4,"2019-2020","FC Barcelona"
"SMITS, ROLANDS",16,"158:30",0.7143,1.16,110.79,112.67,1.88,0.5585,15.6076,10.63,10.92,10.77,43,24,19,10,9,0.34,5.09,54.65,47.51,"2019-2020","FC Barcelona"
"TOMIC, ANTE",28,"462:21",0.7632,1.36,105.54,104.44,-1.1,0.5945,17.751,8.59,19.71,14.26,117,116,1,68,0,1.15,10.58,58.12,52.17,"2019-2020","FC Barcelona"
"BARTHEL, DANILO",27,"657:30",1.027,1.31,118.11,107.67,-10.44,0.5816,16.7741,4.99,14.6,9.86,162,95,67,57,21,0.87,10.48,54.63,49.43,"2019-2020","FC Bayern Munich"
"BRAY, THOMAS",10,"204:25",1.6875,1.16,116.85,102.5,-14.35,0.5427,18.3733,1.85,8.43,5.18,55,23,32,10,12,2.52,23.48,50.91,42.51,"2019-2020","FC Bayern Munich"
"DEDOVIC, NIHAD",14,"320:41",1.4091,1.05,116.82,98.13,-18.69,0.4903,22.3989,3.94,8.83,6.41,113,65,48,33,12,2.49,18.24,45.13,43.87,"2019-2020","FC Bayern Munich"
"FLACCADORI, DIEGO",22,"187:58",0.8235,0.93,120.91,76.47,-44.44,0.4213,17.8168,2.02,5.89,3.98,45,31,14,14,2,0.91,12.73,37.78,36.6,"2019-2020","FC Bayern Munich"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HUESTIS, JOSHUA",15,"200:16",0.5,1.18,116.28,105.77,-10.51,0.5568,15.0313,6.3,9.83,8.09,49,24,25,13,9,1.71,3.56,54.08,45.88,"2019-2020","FC Bayern Munich"
"KING, ALEX",18,"156:31",1.6,1.19,117.61,106.44,-11.17,0.5766,10.2054,0.81,10.22,5.57,26,3,23,2,9,1.82,8.52,59.62,39.39,"2019-2020","FC Bayern Munich"
"KOPONEN, PETTERI",24,"410:54",1.5,1.35,120.95,114.38,-6.57,0.6354,18.4711,0.61,7.79,4.25,120,38,82,13,41,0.83,16.26,62.08,44.54,"2019-2020","FC Bayern Munich"
"LESSORT, MATHIAS",22,"248:23",0.4583,1.57,113.68,97.89,-15.79,0.5701,19.5266,12.71,11.89,12.3,53,53,1,28,0,2.3,7.94,52.83,50.97,"2019-2020","FC Bayern Munich"
"LO, MAODO",28,"680:24",1.5763,1.17,118.82,101.73,-17.09,0.5513,21.108,1.3,8.5,4.95,214,92,122,36,52,1.6,25.27,53.27,41.98,"2019-2020","FC Bayern Munich"
"LUCIC, VLADIMIR",26,"721:54",1.0556,1.55,115.9,121.39,5.49,0.6654,17.8845,3.67,13.3,8.55,190,129,61,78,26,1.98,10,61.58,55.57,"2019-2020","FC Bayern Munich"
"MONROE, GREG",28,"676:31",1,1.3,108.63,105.94,-2.69,0.5662,28.8694,11.57,23.11,17.41,277,277,1,145,0,3.12,23.02,52.35,52.57,"2019-2020","FC Bayern Munich"
"NELSON, DEMARCUS",17,"217:08",1.3913,0.97,116.89,87.46,-29.43,0.4539,21.3216,3.49,9.07,6.31,65,48,17,22,4,2.37,26.77,43.08,40.78,"2019-2020","FC Bayern Munich"
"RADOSEVIC, LEON",19,"209:29",1.0833,0.95,117.95,89.05,-28.9,0.4294,17.6323,7.23,14.69,11.01,56,56,1,23,0,0.55,11.07,41.07,44.73,"2019-2020","FC Bayern Munich"
"SISKO, ZAN",7,"107:30",1.2143,1.61,111.82,107.12,-4.7,0.7472,18.0655,3.52,4.58,4.06,23,13,10,9,5,5.31,29.29,71.74,46.07,"2019-2020","FC Bayern Munich"
"ZIPSER, PAUL",28,"618:55",0.9706,1.34,116.7,109.7,-7,0.5703,19.5748,5.92,13.32,9.67,177,115,62,53,25,1.29,9.8,51.13,49.97,"2019-2020","FC Bayern Munich"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DATOME, LUIGI",28,"627:41",1.2,1.27,112.44,113.71,1.27,0.6126,18.1169,4.29,15.26,9.92,184,82,102,44,44,1.95,10.48,59.78,46.65,"2019-2020","Fenerbahce Beko Istanbul"
"DE COLO, NANDO",24,"688:34",1.029,1.51,116.7,113.98,-2.72,0.6528,27.125,3.91,9.64,6.85,253,153,100,88,40,1.27,20.55,58.5,49.94,"2019-2020","Fenerbahce Beko Istanbul"
"DUVERIOGLU, AHMET",17,"165:02",0.6667,1.43,111.16,115.45,4.29,0.5947,15.9744,16.32,17.02,16.68,35,35,1,20,0,1.76,6.42,57.14,57.6,"2019-2020","Fenerbahce Beko Istanbul"
"KALINIC, NIKOLA",26,"595:34",0.9773,1.26,113.97,98.32,-15.65,0.5504,17.3663,2.94,10.93,7.04,136,85,51,42,16,2.15,12.23,48.53,44.23,"2019-2020","Fenerbahce Beko Istanbul"
"LAUVERGNE, JOFFREY",19,"263:29",1,1.27,114.37,102.54,-11.83,0.5461,24.4965,6.65,18.41,12.69,94,87,7,49,2,0.66,12.29,55.32,51.83,"2019-2020","Fenerbahce Beko Istanbul"
"MAHMUTOGLU, MELIH",21,"361:55",2.5,1.27,119.3,124.19,4.89,0.6216,16.2984,1.86,4.23,3.08,108,43,65,17,33,0.96,5.03,61.57,47.98,"2019-2020","Fenerbahce Beko Istanbul"
"MUHAMMED, ALI",22,"319:33",1.45,1.3,115.78,111.17,-4.61,0.5978,19.4549,2.53,8.79,5.74,92,26,66,15,24,1.82,16.05,55.43,44.84,"2019-2020","Fenerbahce Beko Istanbul"
"NUNNALLY, JAMES",9,"120:21",1,1.58,116.99,120,3.01,0.6588,14.9527,4.48,9.55,7.08,24,12,12,6,5,0.97,8.36,56.25,50.53,"2019-2020","Fenerbahce Beko Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SLOUKAS, KOSTAS",25,"726:19",2.3182,1.48,115.71,119.35,3.64,0.6265,21.0955,3.15,9.32,6.32,195,112,83,54,35,1.76,37.28,54.62,51.51,"2019-2020","Fenerbahce Beko Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMAS, MALCOLM",12,"178:55",1.625,1.09,108.43,108.97,0.54,0.4808,12.818,12.04,19.27,15.75,32,31,1,13,0,3.25,11.82,40.62,51.48,"2019-2020","Fenerbahce Beko Istanbul"
"VESELY, JAN",18,"456:52",1.2727,1.41,110.29,113.26,2.97,0.5911,17.3113,8.55,13.14,10.9,110,108,2,65,0,2.93,11.24,59.09,57.38,"2019-2020","Fenerbahce Beko Istanbul"
"WESTERMANN, LEO",22,"262:29",1.6957,1.27,113.71,107.78,-5.93,0.608,18.1197,2.57,14.59,8.74,66,22,44,8,21,1.77,25.74,59.85,42.66,"2019-2020","Fenerbahce Beko Istanbul"
"WILLIAMS, DERRICK",28,"730:32",1.1724,1.36,111.51,114.92,3.41,0.6022,20.6004,3.69,15.56,9.78,232,114,118,69,44,2.39,8.73,58.19,51.31,"2019-2020","Fenerbahce Beko Istanbul"
