"Teams","Possessions","Pace","TS","PPP","DRTG","ORTG","NRTG","eFG","FGM2P","FGM3P","FGA"
"CSKA MoscowCSK",141,70.5,"61.59%",1.22,107.8,122,14.2,"54.78%","49.32%","42.86%",115
"Fenerbahce IstanbulULK",134,67,"63.27%",1.22,103.7,122.4,18.7,"58.04%","51.47%","45.45%",112
"Olympiacos PiraeusOLY",134,67,"50.55%",1.09,117.9,109,-8.9,"46.12%","35.71%","38.98%",129
"Real MadridMAD",144,72,"54.01%",1.01,123.6,100.7,-22.9,"47.81%","46.77%","32.69%",114
