"Teams","Possessions","Pace","TS","PPP","DRTG","ORTG","NRTG","eFG","FGM2P","FGM3P","FGA"
"Anadolu Efes IstanbulIST",329,65.8,"62.31%",1.22,110.3,121.9,11.6,"58.71%","57.36%","39.87%",287
"CSKA MoscowCSK",286,71.5,"60.56%",1.18,107,118.2,11.2,"55.56%","53.57%","38.83%",243
"FC Barcelona LassaBAR",331,66.2,"51.66%",1.1,121.1,109.7,-11.4,"50.61%","48.18%","37.04%",328
"Fenerbahce Beko IstanbulULK",266,66.5,"65.14%",1.21,99.2,120.7,21.5,"61.82%","57.26%","44.66%",220
"KIROLBET Baskonia Vitoria-GasteizBAS",292,73,"56.26%",1.05,115.8,104.8,-11,"52.77%","53.90%","34.04%",235
"Panathinaikos OPAP AthensPAN",219,73,"52.12%",0.99,110.5,99.1,-11.4,"48.95%","43.08%","40.98%",191
"Real MadridMAD",217,72.3,"59.13%",1.12,100,111.5,11.5,"56.39%","59.09%","35.87%",180
"Zalgiris KaunasZAL",264,66,"56.43%",1,121.6,100,-21.6,"52.45%","54.81%","31.88%",204
